area,severity,category,title,detail,evidence,next_step
evidence,informational,process,E-series registry: E26 and E27 do not exist; the registry ends at E25,"docs/EXPERIMENTS.md ranking table (lines 32-58) and section headers enumerate E01-E25 with no E26 or E27 anywhere in the repo (grep across docs/, README.md, talks/**/*.md returns zero hits). Statuses as recorded: E01 done 2026-04-26 (bench_harness.py); E02 planned, hypothesis explicitly repriced down 2026-08-03 (""the 'linear speedup across every call' claim is dead""); E03 done 2026-04-27, field-dropping follow-up closed by PR #82 on 2026-08-03; E04 done 2026-08-01 (issue #7, pure-Python search+tree, integration metric still pending); E05/E06/E11/E16/E18 done; E07 partial (goal-output arm still open); E08 archived; E09 partial (12B candidate ran and was negative; Q8_0 remains); E10 planned P3 redesign-scale; E12/E13/E14/E15/E19 planned; E17 and E20 removed; E21 'Running (2026-08-02)' with wiring+unit coverage landed but live cells never executed; E22 planned, protocol still an unregistered draft; E23 done 2026-08-03 with retained records; E24 planned and gated on llama.cpp #25250/#24768 (MTP measured as a loss: -13.0% at n-max=1, -2.7% at n-max=3 vs a 13.61 tok/s baseline, docs/PERFORMANCE.md:187-200); E25 done 2026-08-04 with retained records and a shipped removal decision.","/home/user/askme/docs/EXPERIMENTS.md:32-58 (ranking table with Status column) | /home/user/askme/docs/EXPERIMENTS.md:111-121 (E23), :180-247 (E25), :426-480 (E21), :503-516 (E24) | grep for 'E26|E27' across docs/, README.md, talks/ returns no matches",Treat E01-E25 as the complete registry in any public writeup; do not cite an E26/E27.
evidence,release_blocker,docs_or_claims,"CONFIRMED STALE: gemma4-setup.md:21 still sells the primary local model on E23's hard 9/9, which the 2026-08-04 records explicitly retracted","docs/gemma4-setup.md line 21 describes the primary model as ""**Primary** (promoted 2026-08-03) - E23 full bench: hard 9/9 at -38-66% wall, `fix_missing_include` 39x faster, thinking retries near-zero."" docs/PERFORMANCE.md:80-83 records the opposite for the current stack: ""(1) **Neither arm reproduced E23's hard 9/9** - today's stack is materially worse on `build_with_dependency` for both transports (json needed two harness timeouts to salvage 1/3), so the E23 hard reference should not be cited as current until re-benched."" tests/bench_records/2026-08-04/README.md:23 repeats it. The retained hard summaries corroborate: json/hard build passed 1/3 with valid_trials=1 and contract_valid=[False,False,True]; tools/hard build passed 0/3 with all three exhausted. This is the model-selection line a reader hits first in the setup doc.","/home/user/askme/docs/gemma4-setup.md:21 | /home/user/askme/docs/PERFORMANCE.md:80-83 | /home/user/askme/tests/bench_records/2026-08-04/README.md:16-27 | /home/user/askme/tests/bench_records/2026-08-04/json/hard/summary.json (test_replan_build_with_dependency: passed 1/3, valid_trials 1, contract_valid [false,false,true]) | /home/user/askme/tests/bench_records/2026-08-04/tools/hard/summary.json (test_replan_build_with_dependency: passed 0/3, agent_status all 'exhausted')","Rewrite gemma4-setup.md:21 to cite only easy 7/9 + medium 6/9 + the fix_missing_include delta as dated stack-level evidence, and to carry the 2026-08-04 hard retraction inline."
evidence,important,docs_or_claims,The same superseded E23 hard number survives in three more places in EXPERIMENTS.md; the retraction propagated nowhere outside PERFORMANCE.md and the 08-04 records README,"grep for 're-benched|not be cited as current|Neither arm reproduced' hits exactly two files: docs/PERFORMANCE.md:80,83 and tests/bench_records/2026-08-04/README.md:23. Meanwhile 'hard 9/9' is asserted as a current property of the promoted model at docs/EXPERIMENTS.md:66 (wave-ordering rationale, ""E23 executed... new local reference established""), :115 (E23 Result line), and :416 (E09 disposition, ""Candidate 1 (official E4B QAT Q4_0) is done and promoted to primary: `fix_missing_include` 609s -> 15.7s, hard 9/9 at -38-66% wall, thinking retries near-zero""). Line 416 is the worst because it is framed as the current characterization of the primary model used to price future E09 candidates, not as a dated E23 result. Good news for the public surface: README.md, docs/ARCHITECTURE.md, and every file under talks/berkeley-agentic-ai-summit-2026/ contain zero local benchmark numbers (grep for '9/9|22/27|609|39x|tok/s' finds only ARCHITECTURE.md's FeatureBench prose and the talk's hosted 11/13/7/13 figures).","/home/user/askme/docs/EXPERIMENTS.md:66, :115, :416 | /home/user/askme/docs/PERFORMANCE.md:80,83 and /home/user/askme/tests/bench_records/2026-08-04/README.md:23 are the only two locations carrying the retraction | grep 'tok/s|E4B|local Mac|M1' over talks/**/blog.md and talks/**/README.md returns only the 'small is a deployment class' framing line, no local numbers","Add the 2026-08-04 retraction to EXPERIMENTS.md:66/:115/:416, or convert :416 to reference the E25-era hard result instead."
evidence,release_blocker,eval_or_simulation,"HEADLINE RISK: the talk's 7/8-accepted hosted matrix contains a cell that both models now fail in scheduled CI, with byte-identical agent code","talks/berkeley-agentic-ai-summit-2026/evals/README.md records the 2026-07-10 matrix (AskMe implementation commit 04033b4750b4b4f0d2f31697dd2f65841307f870, run HEAD 88442e88, provider siliconflow, strict routing, ONE trial per cell) in which Repair (medium/test_fix_python_syntax_error) passed P/A/X for all four models including google/gemma-4-26b-a4b-it (20.00s) and qwen/qwen3.6-27b (23.04s). .github/workflows/llm.yml:118-199 shows the berkeley-protocol job runs exactly those two selectors (test_replan_build_with_dependency, test_fix_python_syntax_error) and its comment at :122 points at that historical matrix. Per the established context, scheduled runs 132-135 on sha fcd5bc0 failed 2/4 cells, both being medium/test_fix_python_syntax_error, on BOTH gemma-4-26b-a4b-it and qwen3.6-27b, while the hard build cell passed on both - and git diff eee3fb7..fcd5bc0 does not touch askme.py or actions.py. So the single most-quoted public number (7/8, slides.md:572, blog.md:118, DECK_SPEC.md:79/:184) rests on a one-trial-per-cell design whose repair cell no longer reproduces against the same requested models. This is a variance/drift problem, not a code regression, but it is exactly the thing a reader will try to reproduce.","/home/user/askme/talks/berkeley-agentic-ai-summit-2026/evals/README.md (Measured Outcomes table; 'Trials: one per model/task cell') | /home/user/askme/.github/workflows/llm.yml:118-199 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/slides.md:572, blog.md:118, DECK_SPEC.md:79 and :184 | Scheduled LLM Tests runs 132/133/134/135 on fcd5bc0, all red; last green run 130 on eee3fb7","Re-run the two berkeley-protocol cells at >=5 trials per model before publishing 7/8, and state the trial count and the observed reproduction rate next to it."
evidence,important,eval_or_simulation,"Provenance contradiction: tests/bench_records/2026-08-04/README.md claims the json easy arm ran from a clean tree, but its own summary.json records git_dirty=true","The records README (limitation 1) states: ""the json easy suite ran earlier from the primary tree at the same commit while it was still clean."" The retained record disagrees: tests/bench_records/2026-08-04/json/easy/summary.json has git_commit=d0c2826bf4fb8a96e14e936f9740585387178318 and git_dirty=true. Every other 2026-08-04 cell (json/hard, json/medium, tools/easy, tools/medium, tools/hard) records git_dirty=false. This matters because the E25 verdict that removed the JSON executor transport rests on the paired easy+medium comparison, and the easy arm's json side is the one cell whose provenance narrative is contradicted by the record it describes.","/home/user/askme/tests/bench_records/2026-08-04/README.md limitation 1 | /home/user/askme/tests/bench_records/2026-08-04/json/easy/summary.json: git_dirty=true, git_commit=d0c2826b... | /home/user/askme/tests/bench_records/2026-08-04/{json/hard,json/medium,tools/easy,tools/medium,tools/hard}/summary.json: git_dirty=false","Either correct the README to say json/easy ran dirty at d0c2826b (and state what the diff was, if known), or mark that cell's provenance as unrecoverable the way the 2026-08-03 records do."
evidence,important,eval_or_simulation,Denominator nuance in the E25 hard addendum: json's 7/9 counts two non-contract-valid harness timeouts as failures,"docs/PERFORMANCE.md:70-79 reports json hard 7/9 with 'build 1/3 (2x 1200s timeout)'. The retained summary shows those two trials were recorded contract_valid=[false,false,true] and route_valid=[false,false,true], with valid_trials=1 and valid_passes=1. Tools, by contrast, recorded contract_valid=[true,true,true] on the same cell and passed 0/3. So on contract-valid trials only, json hard is 7/7 and tools hard is 6/9 - a materially larger gap than 7/9 vs 6/9, and in the opposite direction from the shipped 'tools non-inferior' verdict. The doc is honest that hard is tools' weakest suite (PERFORMANCE.md:95-99), but the published 7/9 figure quietly mixes two denominators. The E25 easy+medium finding 'All 36 trials contract-valid' is not true of the hard addendum.","/home/user/askme/docs/PERFORMANCE.md:70-99 | /home/user/askme/tests/bench_records/2026-08-04/json/hard/summary.json (valid_trials 1, valid_passes 1, contract_valid [false,false,true]) | /home/user/askme/tests/bench_records/2026-08-04/tools/hard/summary.json (valid_trials 3, valid_passes 0, contract_valid [true,true,true])","State both denominators in the E25 hard addendum, or re-run the hard suite after the process-group cleanup so json has three valid build trials."
evidence,nice_to_have,process,E21 has been 'running' for four weeks with zero live cells - it violates the doc's own 4-week staleness policy,"docs/EXPERIMENTS.md:23 states ""Experiments not started within 4 weeks of being added are either re-justified or removed."" E21's status line (docs/EXPERIMENTS.md:471-480) reads ""Running (2026-08-02). Wiring + unit coverage landed; live cells pending an `OPENROUTER_API_KEY` run"" and lists the exact unexecuted commands plus a preregistered decision rule (adopt gpt-oss-20b for CI smoke only if every @low cell passes at cost <= the Gemma control and wall <= 1.5x control). Today is 2026-08-30. Nothing in docs/PERFORMANCE.md:203-248 ('E21 gpt-oss-20b Effort-Cell Wiring - 2026-08-02') reports an outcome. Publicly, 'running' will read as 'we have results'; the honest state is 'preregistered and wired, never executed'. On the credit side, the preregistration is intact and the decision rule is fixed - this is a cheap experiment to actually finish.","/home/user/askme/docs/EXPERIMENTS.md:23 (staleness policy), :471-480 (E21 status) | /home/user/askme/docs/PERFORMANCE.md:203-248 (wiring entry only, no outcome table) | /home/user/askme/docs/EXPERIMENTS.md:57 ranking table row for E21 shows 'running'","Either execute the four E21 cells (cheap: ~$0.03/M prompt) or flip the status to 'registered, unrun' before publishing the registry."
evidence,informational,story_material,"BEST BLOG MATERIAL: a documented self-correction against the repo's own retained records, one day after the result shipped","docs/PERFORMANCE.md:176 (E23 Findings, item 1) carries an inline correction dated 2026-08-04 that walks back the original E23 narrative using the records: ""**Correction (2026-08-04, from the retained records): recovery machinery was not idle.** Deterministic C repair (issue #41) fired once in each of the three medium `fix_missing_include` trials (**3 repairs**) and 2, 2, and 4 times in the three hard `replan_build_with_dependency` trials (**8 repairs**)... Hard recorded **5 thinking-retry attempts** (2, 3, 0), not 10; 10 is the paired `reasoning_decision` + `tokens` line count."" It then downgrades the headline delta from a weights claim to a stack-level one because no matched Q4_K_M-on-b9618 control exists. This is the rarest kind of artifact: an arithmetic self-audit that made the author's own result weaker, retained in place rather than rewritten.","/home/user/askme/docs/PERFORMANCE.md:176-182 (E23 Findings item 1, including the 2026-08-04 correction) | /home/user/askme/tests/bench_records/2026-08-03/README.md limitation 1 (no matched Q4_K_M control; legacy weights deleted for disk space before the need was flagged)",Quote this verbatim in the blog as the worked example of evidence discipline.
evidence,informational,story_material,"Retained honest negatives, in priority order for the blog","(1) E09 12B QAT trial, 2026-08-03, PERFORMANCE.md:99-143, headline literally 'NEGATIVE UNDER THE E4B-FITTED CONTRACT': 3.6-35x slower than E4B QAT, easy 6/9 vs 7/9, run stopped externally partway through medium and reported as partial rather than dropped, and explicitly scoped ('This is not a model-wide rejection'). (2) FeatureBench one-task canary 2026-07-13 (PERFORMANCE.md:290-308, tests/featurebench/results/2026-07-13-gemma-4-31b-canary.json): a published FAILING result - three planning attempts, four reads, zero writes/edits/shell, empty patch, evaluator clean but unresolved, bound by the 512-token action cap. (3) FeatureBench v4 canaries 2026-08-01 (PERFORMANCE.md:752+): both models empty patches; Gemma 16/33 responses finished 'length'; Qwen produced a distinct exploration-only stall (27 executed steps, all observations, zero writes attempted, zero parse failures) - two different failure modes retained separately instead of collapsed. (4) FeatureBench v6 2026-08-01 (PERFORMANCE.md:711-751): applied-but-unresolved patches (Gemma 11/13, Qwen 7/13), a commit-without-validate loop rewriting one file 18 times with zero tests run, plus a disclosed tooling bug - 'canary_audit.py required SiliconFlow literally instead of the protocol's pinned provider, initially marking the CoreWeave route invalid'. (5) E23 content drift: fix_python_syntax_error 0/3 pytest while the agent reported 3/3 complete, because the model rewrote print(""hello"") as print(""Hello"") and the LLM validator passed a semantically changed program - the 'status field lies in both directions' result. (6) E25 infrastructure corruption retained rather than deleted: two tools build walls (5791.9s, 16607.2s) where agent-spawned commands held inherited pipes and defeated the harness's 1200s kill, with the README naming 975.4s as 'the only honest tools build wall'. (7) E25 first attempt invalidated and rerun, disclosed: 'A first attempt at the json medium / tools cells from the primary tree was invalidated (INVALID-CONTRACT, sub-second trials) after unrelated edits landed in that tree mid-run; those logs were discarded and the cells rerun.' (8) Berkeley matrix Qwen3.6-35B-A3B build FAIL retained under a predeclared repeat rule, with the diagnosis that the agent's own shell returned zero while the required `main` executable was absent. (9) Two infrastructure events excluded from totals and still published: a 401 auth failure producing zero tokens, and a full host disk making Docker's VM read-only during a control eval (caught pre-inference, so no model attempt consumed).","/home/user/askme/docs/PERFORMANCE.md:99-143 (E09 12B negative) | /home/user/askme/docs/PERFORMANCE.md:290-308 and /home/user/askme/tests/featurebench/results/2026-07-13-gemma-4-31b-canary.json | /home/user/askme/docs/PERFORMANCE.md:711-751 (v6) and :752+ (v4); results in tests/featurebench/results/2026-08-01-*.json | /home/user/askme/docs/PERFORMANCE.md:158-165 (E23 medium table, content drift 0/3 with 3/3 agent-complete) | /home/user/askme/tests/bench_records/2026-08-04/README.md limitations 1-3 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/evals/README.md (Predeclared Repeat Rule; Infrastructure Audit)","Build the blog's credibility section around (1),(2),(5),(6),(7) - each is a case where keeping the record cost the author a nicer number."
evidence,important,eval_or_simulation,All four 2026-08-03 record sets are git_dirty=true with no retained worktree diff - the E23 reference is not source-exactly reproducible,"tests/bench_records/2026-08-03/README.md states plainly: 'Every complete summary records `git_dirty=true`. The SHAs above are base commits, not exact reproducible AskMe revisions; the worktree diffs were not retained, so no source-exact replay or attribution is possible.' Verified: qat_easy/qat_medium/qat_hard all record git_dirty=true at 187a2c14, 12b_easy at e64ec1a1. The README also records a second defect - the 12B cells' run_start events say model=gemma-4-e4b while per-call token events report gemma-4-12b-it-qat-q4_0.gguf, and no physical artifact hash was retained - plus a cross-revision confound (the 12B cell ran on a newer AskMe revision than the QAT cells). 12b_medium has no summary.json at all, consistent with the documented external stop. The 2026-08-04 records are the first with capability_profile (legacy-e4b-m1-16k-v1), expected_served_model, and per-trial config_hashes, so the provenance floor rose materially in one day - itself a good story beat.","/home/user/askme/tests/bench_records/2026-08-03/README.md (Known limitations 1-4) | summary.json git_dirty: 2026-08-03/{qat_easy,qat_medium,qat_hard}=true at 187a2c14; 12b_easy=true at e64ec1a1; 12b_medium/summary.json absent | /home/user/askme/tests/bench_records/2026-08-04/*/*/summary.json carry capability_profile, expected_served_model, config_hashes, contract_valid",Never present E23 as a reproducible baseline; present the 2026-08-04 schema as the current provenance standard and re-establish the local reference at a clean SHA.
evidence,important,docs_or_claims,CITE FREELY vs MUST RE-RUN list for the blog post,"CITE FREELY (dated, records retained, correctly scoped): [a] Deterministic suite 1208 passed / 24 skipped, branch coverage 96.61% against a 90% gate - current head, no caveat needed. [b] E25 transport A/B, 2026-08-04, records tests/bench_records/2026-08-04/{json,tools}/{easy,medium}/: 36/36 trials contract-valid, zero malformed tool calls on the tools arm, json 14/18 vs tools 12/18 pytest - cite as non-inferiority within observed variance on one day/one machine, never as a reliability estimate (the README says so itself, limitation 3). [c] E23 easy 7/9 and medium 6/9 with fix_missing_include 609.1s -> 15.7s, 2026-08-03, records tests/bench_records/2026-08-03/qat_*/ - cite as a dated STACK-level delta (weights + build 9618 + --reasoning off + scaffold + deterministic C repair), never weights-isolated. [d] The two named local failure classes (done-emission loops; content drift on whole-file rewrites), 2026-08-03/2026-08-04, corroborated across both benches. [e] E09 12B negative, 2026-08-03 - cite as contract-conditional. [f] MTP smoke 13.61 tok/s baseline, -13.0%/-2.7%, 2026-08-03 - cite as a 4K-ctx smoke, not agentic load. [g] --reasoning off is permanent (the post-refresh QAT template still detects thinking=1 under auto; a planner-style prompt burned 152 completion tokens into reasoning_content), 2026-08-03. [h] FeatureBench canary negatives 2026-07-13 and 2026-08-01 v4/v6, with their published result JSONs. [i] The Berkeley matrix's per-cell token/credit reconciliation ($0.01231185 key-usage delta matching the summed response usage.cost exactly). MUST RE-RUN BEFORE CITING: [j] E23 hard 9/9 and the '-38 to -66% wall' hard deltas - superseded 2026-08-04. [k] Anything sourced from docs/gemma4-setup.md:21. [l] The 7/8-accepted Berkeley matrix as a current claim - one trial per cell at commit 04033b47, and its repair cell now fails on both models in scheduled runs 132-135. [m] '~7 tok/s' local decode wherever it appears - the only measured figures are 13.61 tok/s at 4K ctx smoke conditions (PERFORMANCE.md:187-200 explicitly flags the discrepancy as conditions, not contradiction). [n] E21 gpt-oss-20b anything - never executed. [o] Any #41 compile-repair effect size - docs/ablation-compile-repair.md is marked 'DRAFT - not registered' and states 'no outcome-bearing model calls may cite it'.","/home/user/askme/docs/PERFORMANCE.md:18-98 (E25), :144-186 (E23), :187-202 (MTP), :99-143 (E09), :290-308 (FeatureBench canary) | /home/user/askme/tests/bench_records/2026-08-03/README.md and /home/user/askme/tests/bench_records/2026-08-04/README.md | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/evals/README.md | /home/user/askme/docs/ablation-compile-repair.md:3-7",Paste this split into the blog draft's fact-check pass; every 'must re-run' item currently has a live citation somewhere in the repo.
evidence,important,eval_or_simulation,"MOST WORTH RUNNING NOW: a 5-trial Berkeley protocol requalification (~$0.20), then a clean-SHA local hard re-bench","Priority 1 - Berkeley protocol requalification. Protocol: register a v2 of talks/berkeley-agentic-ai-summit-2026/evals/README.md pinned to the release SHA with the current harness requirements (explicit capability profile + --expected-served-model, which the existing runbook admits it lacks). Cells: {google/gemma-4-26b-a4b-it, qwen/qwen3.6-27b} x {hard/test_replan_build_with_dependency, medium/test_fix_python_syntax_error}, 5 trials per cell = 20 runs, strict routing, same predeclared repeat rule. Cost estimate: run 135 spent ~$0.034 for 4 cells at 1 trial, so 20 runs lands around $0.17-0.20 - trivially affordable. Establishes or refutes: whether the talk's 7/8 headline reproduces, whether the runs 132-135 red on the repair cell is model/provider drift or a genuine harness-vs-model incompatibility, and it converts a one-shot number into a rate with variance. This is the single highest-leverage measurement because the number it protects is the one the public will quote. Priority 2 - local hard re-bench to retire the E23 hard reference. Protocol: after fixing the harness process-group cleanup that tests/bench_records/2026-08-04/README.md limitation 2 says is required, run the hard suite on E4B QAT Q4_0 / build 9618 / legacy-e4b-m1-16k-v1 / tools transport (now the only shipped transport) from a clean worktree at the release SHA, 5 trials x 3 tests = 15 trials. Cost: $0, roughly a day of M1 wall time given the observed 300-1200s+ walls. Establishes or refutes: whether hard 9/9 still holds post-JSON-removal, produces the first hard reference on the shipped transport, and lets gemma4-setup.md:21 be rewritten with a current number instead of deleted. It also directly prices the `cc -o main main.c msg.h` semantic loop that caused all three tools build failures. Priority 3 - the #31 lifecycle-vs-heuristic step-policy A/B on the done-emission class. It is the failure class named in every dated local record (E23 findings 2, E25 findings 1-2, ARCHITECTURE.md:345), it is explicitly the sanctioned lever, both E23 and E25 ran only the default heuristic arm, and it has never been measured - a 3-trial easy+medium A/B (AGENT_STEP_POLICY=lifecycle vs default, 36 local trials, $0) would turn the repo's most-repeated observation into its first controlled result.",/home/user/askme/.github/workflows/llm.yml:118-199 (the exact two cells already wired) | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/evals/README.md ('Trials: one per model/task cell'; 'not a current-head runbook') | /home/user/askme/tests/bench_records/2026-08-04/README.md limitation 2 (harness needs process-group cleanup before the next long bench) | /home/user/askme/docs/PERFORMANCE.md:180 (E23 finding 2) and :36-46 (E25 findings 1-2); /home/user/askme/docs/ARCHITECTURE.md:345 | Run 135 total cost ~$0.034 across 4 cells at 1 trial each,"Register the Berkeley v2 protocol (models, provider, trials, decision rule, budget) before the first model call, per CLAUDE.md's evaluation discipline."
talk-blog,release_blocker,docs_or_claims,"blog.md's closing update describes the sentinel write transport, removed by 5e59dd6","blog.md:149-159 states: ""That action-interface fix landed as revision 3-a sentinel-framed write transport, backend-aware budgets (4096/8192 on OpenRouter), and a write-forcing policy-and the same frozen task was requalified under preregistered v6 protocols"" and later ""it does not isolate sentinel transport or write forcing from the simultaneous serving changes."" Commit 5e59dd6 (""feat!: remove the JSON executor transport - native tool calls only"", authored 2026-08-03 23:14) removed ""the LLM_ACTION_TRANSPORT/--action-transport selection axis, the JSON envelope-in-text action decode, and the revision-3 sentinel content transport"". askme.py:218 now reads ACTION_TRANSPORT = ""tools""; askme.py:588-590 comments that ""the JSON-envelope prompt and its sentinel-transport instructions were removed ... so no escaping or sentinel guidance is needed""; tests/test_agent_llm_client.py:338 is named test_sentinel_framing_is_gone_from_text_decode; tests/workflows/PROTOCOL.md:7 records that the transport ""including the revision-3 sentinel content transport - no longer"" exists. The paragraph should be rewritten as history plus a supersession note, e.g.: ""Revision 3 (a sentinel-framed write transport, backend-aware budgets, and a write-forcing policy) moved the frozen canary from empty patches to applied patches on 2026-08-01. That transport no longer exists: on 2026-08-04 the JSON executor path and its sentinel framing were removed in favor of native tool calls (commit 5e59dd6, interface revision 6), because native tool syntax carries string arguments unescaped and does the job the sentinel existed to do. The v6 numbers below are therefore dated records of a superseded interface, not the current harness.""",/home/user/askme/talks/berkeley-agentic-ai-summit-2026/blog.md:149-159 | git show 5e59dd6 (feat!: remove the JSON executor transport - native tool calls only) | /home/user/askme/askme.py:218 | /home/user/askme/askme.py:588-590 | /home/user/askme/tests/test_agent_llm_client.py:338-340 | /home/user/askme/tests/workflows/PROTOCOL.md:7,Rewrite blog.md:149-173 as a dated Aug 1 record plus an Aug 30 supersession paragraph; do the same at talks/berkeley-agentic-ai-summit-2026/README.md:62-78.
talk-blog,release_blocker,docs_or_claims,"blog.md calls PR #21 open; it merged 2026-08-02, and no v7 requalification record exists","blog.md:171-173: ""A validate-after-write counterpart-acceptance pressure after writes, rewrite damping, an unvalidated-write replan flag-is implemented in open PR #21; v7 requalification is pending."" PR den-run-ai/askme#21 (""Revision 4: validate-after-write policy + PR #16 review fixes"") is state closed, merged: true, merged_at 2026-08-02T04:38:41Z, head 823b17b into main 397bcb2. ""v7 requalification is pending"" is still literally true but misleading: tests/featurebench/results/ contains only 2026-07-13 and 2026-08-01 v4/v5/v6 records with no v7 file, and tests/featurebench/README.md has no v7 section - and revision 4 itself has since been superseded by the tools-only revision 6. There is also a live number collision: ""v7"" here is a FeatureBench protocol version, while tests/workflows/PROTOCOL.md revision 7 is the workflow-evaluation contract that binds the tools interface. Suggested replacement: ""The validate-after-write counterpart merged as PR #21 on 2026-08-02 (revision 4). Its FeatureBench requalification (protocol v7) was never run: the action interface changed again two days later, so the newest retained canary record remains the 2026-08-01 v6 pair.""","/home/user/askme/talks/berkeley-agentic-ai-summit-2026/blog.md:171-173 | GitHub PR den-run-ai/askme#21: state=closed, merged=true, merged_at=2026-08-02T04:38:41Z | ls /home/user/askme/tests/featurebench/results/ (latest = 2026-08-01-*-v6.json; no v7) | /home/user/askme/tests/featurebench/README.md:19-52 (v6 amendment and outcomes; no v7) | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/README.md:59-60","Correct blog.md:171-173 and talks/.../README.md:59-60 to say merged, and state plainly that no v7 canary was ever run and why."
talk-blog,important,docs_or_claims,"""Six fixed JSON actions; one action per turn"" is wrong in blog.md, slides.md, and the recorded talk","blog.md:28 (boundary table, Action surface row) says ""Six fixed JSON actions; one action per turn""; slides.md:679 says ""6 fixed JSON actions; exactly one action per turn.""; slides.md:480 says ""explicit plan -> one JSON action -> execution evidence""; SPEAKER_NOTES.md:33 says ""one JSON action per turn"". Current code: askme.py:925-932 attaches body[""tools""] = _ACTION_TOOLS with tool_choice = ""auto"" for every expect==""action"" request, and askme.py:1093 reads msg[""tool_calls""] - there is no JSON envelope in text for actions. askme.py:635-656 (_action_tools) iterates ALL of ACTION_SPECS, and actions.py:790-843 defines eight specs: shell, write, edit, read, search, tree (dispatchable handlers) plus done and fail (control, controller-owned), each with a _TOOL_DESCRIPTIONS entry at askme.py:623-632. So the model-visible surface is eight native tool definitions, six of which are executor-dispatched. Suggested row text: ""Six executor actions plus controller-owned `done`/`fail`, delivered as native tool calls (one action per turn)"". Note the slides and the now-public recording cannot be corrected retroactively, so the blog must carry the correction explicitly.","/home/user/askme/talks/berkeley-agentic-ai-summit-2026/blog.md:28 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/slides.md:480,679 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/SPEAKER_NOTES.md:33 | /home/user/askme/askme.py:623-656 (_TOOL_DESCRIPTIONS has 8 entries; _action_tools iterates all ACTION_SPECS) | /home/user/askme/askme.py:925-932, 1093 | /home/user/askme/actions.py:790-843 (8 ActionSpec entries)",Fix blog.md:28; decide whether to re-render slides.pdf (contract test + Marp) or add an explicit 'the recording says JSON actions; the code is tools-only since 5e59dd6' erratum. I did not re-verify that exactly one tool_call is consumed per turn - confirm before restating 'one action per turn'.
talk-blog,release_blocker,docs_or_claims,The FeatureBench progression narrative is the deck's headline external evidence and it now describes a removed interface,"blog.md:138-173, talks/.../README.md:27 and :48-78, DECK_SPEC.md:104,120-128,190-207, and slides.md:598-649 all build the same arc: July canary produced zero writes and an empty patch; revision 3 moved both cells to applied-but-unresolved patches; Gemma 4 31B 11/13 F2P (84.62%), Qwen3.6-27B 7/13 (53.85%). Those are the 2026-08-01 v6 records (tests/featurebench/results/2026-08-01-gemma-4-31b-canary-v6.json, ...qwen36-27b-canary-v6.json), produced under the sentinel transport. tests/featurebench/README.md:44 even describes the Gemma cell as ""18 sentinel-transport writes"" - a mechanism count that the current code cannot reproduce. The narrative is defensible as dated history but is presented in blog.md as the current frontier (""is implemented in open PR #21; v7 requalification is pending""). The public claim that survives is: ""a bundled interface change on 2026-08-01 moved a frozen one-task canary from no patch to an applied partial patch; that interface has since been replaced, and no canary has been run on the replacement."" Anything stronger is unsupported.","/home/user/askme/talks/berkeley-agentic-ai-summit-2026/blog.md:138-173 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/README.md:27,48-78 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/DECK_SPEC.md:104,120-128,190-207 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/slides.md:598-649 | /home/user/askme/tests/featurebench/README.md:44 (""18 sentinel-transport writes"") | /home/user/askme/tests/featurebench/results/2026-08-01-gemma-4-31b-canary-v6.json","Either run a v7/revision-6 canary before publishing, or explicitly date-stamp the FeatureBench section as 'last measured 2026-08-01 on a since-removed transport'."
